prov,ac,gen,nat,labor,age2,age3,age4,age5,educ1,educ2,educ3,income
30,14,1,1,1,0,0,1,0,0,0,1,22040.6175367731
30,14,2,1,1,0,1,0,0,1,0,0,18771.2548435192
30,14,1,1,1,0,0,1,0,1,0,0,5116.66260553
30,14,2,1,3,0,0,0,1,1,0,0,23145.9519545366
30,14,1,1,1,1,0,0,0,1,0,0,5812.50481813487
30,14,1,1,3,0,1,0,0,1,0,0,5874.87365418205
30,14,2,1,1,1,0,0,0,0,1,0,5411.80409810734
30,14,1,1,3,0,0,0,1,1,0,0,6952.32720846562
30,14,1,1,3,0,1,0,0,0,0,1,4145.64441191456
30,14,2,1,0,0,0,0,0,0,0,0,12567.2670051666
30,14,1,1,3,0,0,0,1,1,0,0,2503.79599800545
30,14,2,1,2,0,1,0,0,0,1,0,10408.3739435302
30,14,2,1,1,0,1,0,0,0,1,0,18649.3389101686
30,14,2,1,0,0,0,0,0,0,0,0,14130.9018473659
30,14,1,1,1,0,1,0,0,1,0,0,2525.50762743754
30,14,2,1,1,1,0,0,0,0,1,0,8748.88195156078
30,14,1,1,3,0,0,0,1,1,0,0,168.114060416277
30,14,1,1,0,0,0,0,0,0,0,0,5281.91195981816
30,14,2,1,0,0,0,0,0,0,0,0,5776.46590844077
30,14,1,1,1,0,1,0,0,0,1,0,9004.54025800647
30,14,1,1,1,1,0,0,0,1,0,0,9020.92359823782
30,14,2,1,3,0,1,0,0,0,1,0,10471.8211194854
30,14,1,1,0,0,0,0,0,0,0,0,7263.01788260048
30,14,2,1,1,0,1,0,0,0,1,0,23462.8014386866
30,14,2,1,1,0,0,1,0,1,0,0,21793.8212666907
30,14,2,1,3,0,0,0,1,0,1,0,16280.4611169048
30,14,1,1,3,0,0,1,0,1,0,0,5690.94563909081
30,14,1,1,1,0,0,1,0,1,0,0,11769.4739187208
30,14,2,1,3,1,0,0,0,1,0,0,3526.81778049088
30,14,1,1,1,0,1,0,0,0,1,0,19423.7630052881
30,14,2,1,1,0,1,0,0,0,1,0,20956.2209132978
30,14,1,1,0,0,0,0,0,0,0,0,17958.1964497684
30,14,2,1,3,0,0,0,1,1,0,0,16611.7383402853
30,14,2,2,3,0,0,0,1,1,0,0,1344.3715789012
30,14,2,1,1,0,1,0,0,0,1,0,26753.5369107431
30,14,2,2,0,0,0,0,0,0,0,0,5661.99504443518
30,14,1,1,0,0,1,0,0,0,0,0,5763.50081785648
30,14,2,2,3,0,1,0,0,1,0,0,10405.232665766
30,14,1,1,0,0,0,0,0,0,0,0,20152.2839820816
30,14,2,1,3,1,0,0,0,1,0,0,4951.19432968419
30,14,2,1,0,0,0,0,0,0,0,0,14968.4887782192
30,14,1,1,1,0,1,0,0,0,1,0,17059.7295117679
30,14,1,1,1,0,1,0,0,0,1,0,14426.9344334073
30,14,1,2,1,0,1,0,0,1,0,0,9833.5532121557
30,14,1,1,1,0,1,0,0,0,0,1,7601.59836675607
30,14,1,1,1,0,1,0,0,1,0,0,16539.496677162
30,14,2,1,3,0,0,0,1,1,0,0,7892.54528332173
30,14,1,1,1,0,1,0,0,0,1,0,7202.06663001931
30,14,1,1,0,0,0,0,0,0,0,0,14945.6642340909
30,14,1,1,3,0,0,0,1,1,0,0,4644.27929942847
30,14,2,1,1,0,1,0,0,0,0,1,18569.6921102713
30,14,1,1,0,0,0,0,0,0,0,0,5252.16331683543
30,14,1,2,3,1,0,0,0,0,1,0,18090.5675805219
30,14,1,1,2,0,1,0,0,1,0,0,6866.91345963835
30,14,1,1,3,0,0,0,1,1,0,0,16080.9526762473
30,14,2,2,3,0,0,1,0,1,0,0,5460.54432378205
30,14,1,1,1,0,0,1,0,1,0,0,2022.64788061148
30,14,2,1,1,0,1,0,0,0,0,1,10652.6403926466
30,14,1,1,0,0,0,0,0,0,0,0,4046.3595855069
30,14,1,1,1,1,0,0,0,0,1,0,6066.56218171446
30,14,1,1,0,0,0,0,0,0,0,0,4523.44171506358
30,14,2,1,3,0,0,0,1,1,0,0,14981.4093937787
30,14,1,1,1,0,1,0,0,0,1,0,4079.67693604926
30,14,2,1,0,0,0,0,0,0,0,0,12453.9309687855
30,14,1,2,1,0,0,1,0,1,0,0,19188.7453823049
30,14,2,1,1,0,1,0,0,1,0,0,8062.6205633302
30,14,1,1,3,0,0,1,0,0,0,1,13841.8085940039
30,14,1,1,1,0,1,0,0,0,1,0,8547.86804655594
30,14,2,1,2,1,0,0,0,1,0,0,6753.88487651598
30,14,2,1,0,0,0,0,0,0,0,0,19561.0218507231
30,14,1,1,0,0,0,0,0,0,0,0,3992.00087101528
30,14,2,1,1,0,1,0,0,0,1,0,20464.8104520192
30,14,2,1,0,0,0,0,0,0,0,0,6399.26228309727
30,14,2,1,3,1,0,0,0,0,1,0,20128.1875177148
30,14,1,1,1,0,1,0,0,0,1,0,23853.5767824542
30,14,1,1,0,0,0,0,0,0,0,0,10465.1089534328
30,14,1,1,3,0,0,0,1,1,0,0,15589.799457198
30,14,1,1,3,0,0,0,1,1,0,0,11851.9085955183
30,14,2,1,1,0,1,0,0,0,1,0,6749.96321901973
30,14,1,1,1,0,1,0,0,1,0,0,23216.8695008325
30,14,1,1,1,0,1,0,0,0,1,0,8909.92881551361
30,14,2,1,3,0,1,0,0,0,1,0,10093.7833390119
30,14,1,1,3,0,1,0,0,1,0,0,11108.3403844096
30,14,1,1,1,0,1,0,0,1,0,0,21300.6599757718
30,14,2,1,0,0,0,0,0,0,0,0,11621.6779707495
30,14,2,1,1,0,0,1,0,1,0,0,12457.1106941007
30,14,1,1,1,0,1,0,0,0,1,0,12610.9241801944
30,14,2,1,1,0,1,0,0,0,0,1,21718.4051618508
30,14,1,1,1,0,1,0,0,0,1,0,31364.6373893668
30,14,1,1,1,0,1,0,0,0,1,0,12556.7121555471
30,14,2,1,0,0,0,0,0,0,0,0,16728.0055414278
30,14,1,1,0,0,0,0,0,0,0,0,12061.1923978164
30,14,2,1,3,0,0,0,1,1,0,0,10468.3606604458
30,14,1,1,3,1,0,0,0,0,1,0,24164.5768701673
30,14,2,1,3,1,0,0,0,0,1,0,12333.6895696869
30,14,1,1,1,0,0,1,0,0,0,1,31959.9039801015
30,14,2,1,0,0,0,0,0,0,0,0,22155.0596941657
30,14,1,1,0,0,0,0,0,0,0,0,5703.9332136022
30,14,2,1,0,0,0,0,0,0,0,0,11689.2887565233
30,14,2,1,0,0,0,0,0,0,0,0,10582.9951994292
30,14,1,1,0,0,0,0,0,0,0,0,11189.0227797169
30,14,1,2,2,0,0,1,0,0,1,0,11486.0163044598
30,14,1,1,3,0,0,0,1,1,0,0,14671.8331073743
30,14,2,1,1,0,1,0,0,0,1,0,11090.9669419251
30,14,1,1,0,0,0,0,0,0,0,0,19265.4411712334
30,14,2,1,0,0,0,0,0,0,0,0,6908.35641960337
30,14,1,1,0,0,0,0,0,0,0,0,5823.13399887863
30,14,2,1,2,0,1,0,0,0,1,0,17560.9432340738
30,14,2,1,0,0,0,0,0,0,0,0,19886.5215034768
30,14,2,1,3,0,0,0,1,1,0,0,8903.54225404684
30,14,2,1,3,1,0,0,0,0,1,0,21413.8481303057
30,14,2,1,0,0,0,0,0,0,0,0,8790.38426540863
30,14,1,1,1,0,1,0,0,0,1,0,9906.8805755814
30,14,1,1,0,0,0,0,0,0,0,0,30332.7237221222
30,14,1,1,1,0,1,0,0,0,1,0,35046.0313375081
30,14,2,2,1,0,0,1,0,1,0,0,10779.663107702
30,14,2,1,1,1,0,0,0,0,1,0,23864.0557910419
30,14,2,1,1,0,1,0,0,1,0,0,9839.1147835289
30,14,1,1,1,0,1,0,0,1,0,0,11113.576647448
30,14,1,1,3,1,0,0,0,1,0,0,9740.65858346829
30,14,2,1,1,0,1,0,0,0,1,0,21298.6378642044
30,14,2,1,0,0,0,0,0,0,0,0,11865.6378283124
30,14,2,1,1,1,0,0,0,1,0,0,12489.5304062893
30,14,1,1,3,0,0,0,1,1,0,0,19666.108360906
30,14,1,1,1,0,1,0,0,0,1,0,15082.1349615477
30,14,2,1,1,0,1,0,0,0,1,0,7200.8225404982
30,14,2,2,1,0,1,0,0,0,1,0,35118.2267318912
30,14,1,1,1,0,1,0,0,0,1,0,11916.1848014995
30,14,2,1,0,0,0,0,0,0,0,0,9182.0317175213
30,14,1,1,1,0,1,0,0,0,1,0,6044.03480767868
30,14,1,1,1,1,0,0,0,1,0,0,9870.55247439916
30,14,1,1,3,1,0,0,0,0,1,0,7938.52530781074
30,14,1,2,3,0,0,0,1,0,1,0,23597.1164092696
30,14,2,2,3,0,0,0,1,0,1,0,5143.4616663989
30,14,1,1,0,0,0,0,0,0,0,0,15474.8341169343
30,14,1,1,3,0,0,1,0,1,0,0,8715.25813026997
30,14,1,1,1,1,0,0,0,1,0,0,9105.08082040666
30,14,2,1,0,0,0,0,0,0,0,0,18382.0921628765
30,14,1,2,3,0,0,0,1,1,0,0,2276.73301009211
30,14,2,1,3,0,1,0,0,0,1,0,18765.0561787882
30,14,1,1,0,0,0,0,0,0,0,0,19170.8782359136
30,14,1,1,1,0,1,0,0,1,0,0,8048.1507284586
30,14,2,1,0,0,0,0,0,0,0,0,20356.586508176
30,14,2,1,3,0,0,1,0,0,1,0,11408.4681983725
30,14,1,2,3,0,0,0,1,1,0,0,4604.88353671819
30,14,2,1,0,0,0,0,0,0,0,0,2709.69073808447
30,14,2,1,3,0,0,1,0,1,0,0,6226.82395575003
30,14,2,1,3,0,1,0,0,0,0,1,18457.4040235057
30,14,1,1,2,0,1,0,0,0,1,0,5260.5821146259
30,14,2,1,2,0,1,0,0,1,0,0,10414.5022034991
30,14,2,1,1,0,1,0,0,0,1,0,22640.4961456927
30,14,1,1,1,0,1,0,0,0,1,0,6574.35531648679
30,14,2,1,0,0,0,0,0,0,0,0,9488.6874610794
30,14,2,2,1,0,1,0,0,0,1,0,12262.902644404
30,14,1,1,3,0,0,1,0,1,0,0,13986.0452925529
30,14,1,1,1,0,1,0,0,0,0,1,10941.7786166017
30,14,1,1,1,0,1,0,0,0,1,0,31995.009625385
30,14,2,1,3,0,0,1,0,1,0,0,17086.9704795794
30,14,2,2,3,1,0,0,0,0,1,0,16028.6838063485
30,14,1,1,1,0,1,0,0,0,0,1,26214.4646593882
30,14,1,1,1,0,1,0,0,0,0,1,26865.534245098
30,14,2,1,0,0,0,0,0,0,0,0,19658.8614904651
30,14,2,1,1,0,1,0,0,0,0,1,24414.2299556887
30,14,1,2,1,0,1,0,0,0,1,0,15698.9488754887
30,14,1,1,3,1,0,0,0,0,1,0,8544.63991055668
30,14,1,2,2,0,0,1,0,1,0,0,12284.1986366241
30,14,1,1,1,1,0,0,0,1,0,0,7324.35423108941
30,14,1,1,0,0,0,0,0,0,0,0,6795.53694897699
30,14,2,2,1,0,1,0,0,1,0,0,12449.4109412568
30,14,2,1,0,0,0,0,0,0,0,0,5126.78060202823
30,14,2,1,0,0,0,0,0,0,0,0,6859.90153068936
30,14,2,1,3,0,0,1,0,1,0,0,5027.53775932622
30,14,1,1,0,0,0,0,0,0,0,0,15990.9660603303
30,14,2,1,0,0,0,0,0,0,0,0,3549.33997684015
30,14,2,2,0,0,0,0,0,0,0,0,12474.659058461
30,14,2,2,1,1,0,0,0,1,0,0,8046.11905024765
30,14,2,1,3,0,0,0,1,1,0,0,11762.664933604
30,14,1,1,1,0,0,1,0,0,0,1,16833.1420987787
30,14,2,1,1,0,1,0,0,0,1,0,11496.7233703909
30,14,1,1,3,0,0,1,0,0,1,0,11783.9729345624
30,14,1,1,1,0,1,0,0,1,0,0,8850.81627498567
30,14,2,1,0,0,0,0,0,0,0,0,21223.3889265144
30,14,2,1,1,0,0,1,0,0,0,1,21516.3588376706
30,14,2,1,2,0,1,0,0,0,1,0,16099.5356459416
30,14,2,1,1,0,1,0,0,0,0,1,18768.5878968497
30,14,1,1,1,0,1,0,0,1,0,0,12153.357615458
30,14,1,1,3,0,0,1,0,0,1,0,12330.9999830594
30,14,1,1,1,0,1,0,0,0,1,0,17839.4970149734
30,14,2,1,1,0,1,0,0,0,1,0,17752.5982107672
30,14,2,1,0,0,0,0,0,0,0,0,2836.07574277876
30,14,1,1,1,0,0,1,0,1,0,0,6124.38044251664
30,14,2,1,0,0,0,0,0,0,0,0,18812.8864089746
30,14,1,1,1,0,1,0,0,1,0,0,1683.37384763105
30,14,2,1,1,1,0,0,0,0,1,0,3798.95981507413
30,14,1,1,1,1,0,0,0,1,0,0,12823.37543448
30,14,2,1,1,0,1,0,0,0,0,1,10828.0444748633
30,14,2,1,1,0,1,0,0,0,1,0,11677.2993625094
30,14,1,2,1,0,1,0,0,0,1,0,7825.17895403986
30,14,1,1,0,0,0,0,0,0,0,0,5850.60353601152
30,14,2,1,3,0,1,0,0,1,0,0,8744.03365929224
30,14,2,1,1,1,0,0,0,0,1,0,27612.9410841551
30,14,1,1,1,0,1,0,0,0,1,0,8289.74421436713
30,14,1,1,1,0,1,0,0,1,0,0,1568.89017957056
30,14,2,1,3,0,1,0,0,0,1,0,24509.4608632206
30,14,1,1,0,0,0,0,0,0,0,0,8846.8823032481
30,14,1,1,1,0,1,0,0,0,1,0,8706.65481285964
30,14,1,1,3,1,0,0,0,0,1,0,11395.763783221
30,14,2,1,0,0,0,0,0,0,0,0,35569.9381995206
30,14,1,1,1,0,0,1,0,0,1,0,29923.1693989851
30,14,1,2,3,0,0,0,1,1,0,0,15578.0028913923
30,14,2,1,2,0,1,0,0,1,0,0,5952.84452455131
30,14,2,1,1,0,1,0,0,0,0,1,29330.5066693362
30,14,1,2,1,0,1,0,0,0,0,1,15864.6095393986
30,14,2,1,1,0,1,0,0,1,0,0,12819.6692096215
30,14,1,1,0,0,0,0,0,0,0,0,3997.08394718108
30,14,1,1,3,1,0,0,0,0,0,1,28219.0019101837
30,14,1,1,0,0,0,0,0,0,0,0,6076.8349300094
30,14,1,1,1,0,0,1,0,1,0,0,18866.6986004514
30,14,2,1,1,0,1,0,0,0,1,0,5672.63185090526
30,14,1,1,3,0,1,0,0,0,1,0,8500.53251413626
30,14,2,1,3,0,0,0,1,1,0,0,8885.621071693
30,14,1,1,0,0,0,0,0,0,0,0,8322.27341407504
30,14,1,1,1,0,0,1,0,0,0,1,18741.725348713
30,14,2,1,1,0,1,0,0,1,0,0,13222.9873238925
30,14,1,1,3,0,0,0,1,1,0,0,4714.8786462746
30,14,2,1,3,0,0,1,0,1,0,0,8816.88378440781
30,14,2,1,3,0,0,1,0,1,0,0,3139.32554106228
30,14,2,1,0,0,0,0,0,0,0,0,9718.29594688433
30,14,2,1,3,0,0,0,1,1,0,0,2954.10225882645
30,14,1,1,1,0,0,1,0,1,0,0,4210.46499301921
30,14,1,1,0,0,0,0,0,0,0,0,11096.2236701165
30,14,2,1,0,0,0,0,0,0,0,0,1877.9382809987
30,14,2,1,3,0,1,0,0,1,0,0,5127.47680256568
30,14,1,2,0,0,0,0,0,0,0,0,9698.6003845862
30,14,1,1,1,0,1,0,0,1,0,0,19425.5907780268
30,14,2,1,1,1,0,0,0,0,1,0,24313.142202755
30,14,2,2,1,0,1,0,0,0,1,0,5329.88186939997
30,14,1,1,1,0,1,0,0,0,1,0,9340.12792904166
30,14,2,1,3,0,0,0,1,1,0,0,10409.9256013363
30,14,1,1,0,0,0,0,0,0,0,0,15686.8351722864
30,14,1,1,3,1,0,0,0,0,1,0,8192.79171942077
30,14,1,1,1,0,1,0,0,1,0,0,19497.0914056394
30,14,2,2,1,0,1,0,0,0,1,0,9018.28639434988
30,14,2,1,1,1,0,0,0,0,1,0,13799.1101642952
30,14,2,1,0,0,0,0,0,0,0,0,10437.0685232501
30,14,1,1,1,0,1,0,0,0,0,1,15541.6307535083
30,14,2,1,1,1,0,0,0,0,1,0,12910.9196578671
30,14,1,1,0,0,0,0,0,0,0,0,21678.9545823763
30,14,2,1,0,0,0,0,0,0,0,0,2195.26882891071
30,14,2,1,3,0,0,0,1,1,0,0,5843.04457916923
30,14,1,1,0,0,0,0,0,0,0,0,6944.95285606527
30,14,1,1,1,0,1,0,0,0,1,0,5144.57935412917
30,14,1,1,3,0,0,0,1,1,0,0,13299.1330392029
30,14,1,1,0,0,0,0,0,0,0,0,11107.1912328651
30,14,1,1,0,0,0,0,0,0,0,0,17316.9792590064
30,14,2,2,3,0,0,1,0,0,1,0,18354.8440116223
30,14,1,1,0,0,0,0,0,0,0,0,2749.57412358698
30,14,1,1,3,0,0,0,1,0,1,0,15674.226474583
30,14,2,1,0,0,0,0,0,0,0,0,7378.66740543636
30,14,1,1,3,0,0,0,1,1,0,0,16254.2053514569
30,14,1,1,1,0,1,0,0,0,0,1,36693.2087430553
30,14,1,1,0,0,0,0,0,0,0,0,8767.18926057548
30,14,1,1,2,0,1,0,0,1,0,0,11029.6220938987
30,14,1,1,1,1,0,0,0,1,0,0,14161.0973700359
30,14,1,1,3,0,0,0,1,1,0,0,8760.91840154152
30,14,1,1,1,0,1,0,0,0,1,0,11597.1803523772
30,14,2,1,3,1,0,0,0,1,0,0,13602.2211662027
30,14,1,1,1,0,1,0,0,1,0,0,13493.785598193
30,14,2,1,0,0,0,0,0,0,0,0,3087.68443146964
30,14,2,1,1,0,0,1,0,0,0,1,42321.1899160649
30,14,2,2,0,0,0,0,0,0,0,0,23369.6344767447
30,14,2,1,3,0,1,0,0,0,1,0,14842.4877101263
30,14,1,1,3,0,0,0,1,1,0,0,17646.0621750219
30,14,1,1,1,0,1,0,0,1,0,0,11916.9354304176
30,14,2,1,2,0,1,0,0,1,0,0,5036.16843555231
30,14,1,1,3,1,0,0,0,0,1,0,18116.8003670932
30,14,1,2,1,0,1,0,0,0,0,1,27245.2660401286
30,14,1,1,1,0,1,0,0,1,0,0,14766.1816773558
30,14,2,1,3,0,0,1,0,1,0,0,4779.57763432308
30,14,2,1,3,0,0,0,1,1,0,0,5331.74005117135
30,14,2,1,3,0,1,0,0,1,0,0,8145.05453686738
30,14,2,1,1,0,0,1,0,1,0,0,21823.3783405471
30,14,2,1,3,0,0,0,1,1,0,0,9203.08167678745
30,14,1,1,3,0,0,0,1,1,0,0,14640.0401535584
30,14,2,1,2,0,0,1,0,0,0,1,22986.3279448734
30,14,1,1,1,0,0,1,0,0,1,0,8494.0134766377
30,14,1,1,3,1,0,0,0,0,1,0,22710.4285761963
30,14,1,2,1,0,1,0,0,1,0,0,8478.9662423763
30,14,2,1,3,0,0,0,1,0,1,0,10757.1307065879
30,14,1,1,1,0,1,0,0,0,1,0,11927.0777894286
30,14,2,1,0,0,0,0,0,0,0,0,10060.1685158421
30,14,1,1,1,0,1,0,0,0,1,0,21035.1670882297
30,14,2,1,3,0,1,0,0,0,1,0,12615.4977837844
30,14,2,1,3,1,0,0,0,0,1,0,9536.2221683486
30,14,1,1,1,0,1,0,0,1,0,0,20120.0923592925
30,14,2,1,3,1,0,0,0,0,1,0,18418.046041472
30,14,2,1,3,1,0,0,0,0,1,0,8548.76868651831
30,14,1,1,3,1,0,0,0,0,1,0,8071.6953295083
30,14,1,1,0,0,0,0,0,0,0,0,5705.85440409281
30,14,1,2,1,0,1,0,0,0,1,0,10698.4896198849
30,14,1,1,1,1,0,0,0,0,1,0,13953.9452178586
30,14,1,1,1,0,1,0,0,0,1,0,20188.392164765
30,14,2,1,2,0,1,0,0,1,0,0,25512.6134540995
30,14,1,1,1,0,0,1,0,1,0,0,5635.78096637059
30,14,2,1,3,0,0,0,1,1,0,0,12661.3160754826
31,15,1,1,1,0,1,0,0,0,0,1,14121.065667804
31,15,1,1,1,0,0,1,0,0,0,1,4074.22208373599
31,15,1,1,0,0,0,0,0,0,0,0,26221.9046237506
31,15,2,1,0,0,0,0,0,0,0,0,14387.6500212373
31,15,1,1,3,0,0,1,0,0,1,0,7581.02756462735
31,15,1,1,3,0,0,0,1,0,0,1,28245.5240871158
31,15,1,2,1,0,1,0,0,0,1,0,7288.90136394996
31,15,1,1,0,0,0,0,0,0,0,0,3579.55098835516
31,15,1,1,3,0,0,0,1,1,0,0,8014.94399704124
31,15,1,1,3,0,0,0,1,0,1,0,10820.0714224784
31,15,1,1,0,0,0,0,0,0,0,0,18975.5546558305
31,15,2,1,1,0,1,0,0,0,1,0,5320.26868162021
31,15,2,1,3,0,1,0,0,0,1,0,5750.94394796772
31,15,2,1,3,0,1,0,0,0,1,0,5559.58692996618
31,15,1,1,0,0,0,0,0,0,0,0,10590.5387615421
31,15,1,2,1,0,1,0,0,0,1,0,7974.17605002962
31,15,1,1,1,0,1,0,0,0,0,1,25097.0217208369
31,15,2,1,3,0,0,0,1,1,0,0,8264.9369480347
31,15,2,1,3,0,1,0,0,0,0,1,9578.44824171158
31,15,1,1,1,0,0,1,0,0,1,0,20727.5598568028
31,15,1,1,3,0,0,1,0,0,1,0,4933.03779757028
31,15,2,1,1,0,1,0,0,0,1,0,8835.3450462637
31,15,2,1,1,0,0,1,0,0,0,1,51849.4046866434
31,15,1,1,1,0,1,0,0,0,1,0,10557.7042482674
31,15,1,1,1,0,1,0,0,0,1,0,24793.4871139717
31,15,1,1,0,0,0,0,0,0,0,0,3745.39713273579
31,15,1,1,1,0,0,1,0,0,0,1,17687.9344087036
31,15,2,1,0,0,0,0,0,0,0,0,11841.1429050147
31,15,2,1,1,0,1,0,0,1,0,0,4859.87999442939
31,15,1,1,1,0,1,0,0,0,1,0,12994.9323013444
31,15,1,1,1,0,1,0,0,0,1,0,10317.533808228
31,15,2,1,1,0,1,0,0,0,0,1,32621.5068881308
31,15,1,1,0,0,0,0,0,0,0,0,12676.9945901896
31,15,1,1,1,0,0,0,1,0,0,1,28215.1948635669
31,15,2,1,1,0,1,0,0,0,0,1,17822.3226823101
31,15,2,1,3,0,0,0,1,1,0,0,2284.78104915893
31,15,1,1,1,0,1,0,0,0,1,0,26913.2350253804
31,15,2,1,3,0,0,0,1,0,1,0,9761.08549464286
31,15,1,1,1,0,1,0,0,1,0,0,20066.140291819
31,15,1,1,3,1,0,0,0,0,1,0,12744.5852456155
31,15,2,1,3,0,0,0,1,1,0,0,8893.6453821629
31,15,1,1,0,0,0,0,0,0,0,0,15389.9805315564
31,15,2,1,0,0,0,0,0,0,0,0,2806.86887664555
31,15,1,1,3,1,0,0,0,0,1,0,17160.2755040316
31,15,2,1,1,0,1,0,0,0,1,0,14949.2893654451
31,15,1,1,1,0,1,0,0,0,1,0,10299.1399196504
31,15,2,1,0,0,0,0,0,0,0,0,10663.8371098881
31,15,1,1,0,0,0,0,0,0,0,0,14436.8793113882
31,15,1,1,1,0,1,0,0,0,1,0,9627.5325280946
31,15,1,1,3,0,0,1,0,0,0,1,10143.1901136433
31,15,1,1,1,0,1,0,0,0,1,0,6244.39506373103
31,15,1,1,3,0,0,1,0,0,1,0,23368.2541005148
31,15,1,1,1,0,1,0,0,0,1,0,6222.60713604185
31,15,2,1,1,0,1,0,0,0,1,0,33549.734293713
31,15,1,1,1,0,1,0,0,1,0,0,6952.02149885917
31,15,1,1,1,0,1,0,0,1,0,0,4594.00262524082
31,15,2,1,3,0,0,0,1,1,0,0,12636.9205713019
31,15,2,1,1,0,0,1,0,1,0,0,20831.2093166855
31,15,1,1,1,0,1,0,0,0,1,0,19627.6834082099
31,15,2,1,1,0,1,0,0,0,0,1,12653.4105972651
31,15,1,1,0,0,0,0,0,0,0,0,8488.2578451708
31,15,1,1,3,0,0,1,0,0,1,0,7456.54200511348
31,15,1,1,1,0,1,0,0,0,1,0,6853.57202420151
31,15,1,1,3,1,0,0,0,0,1,0,7497.05985043837
31,15,2,1,1,0,0,1,0,0,1,0,8886.1030247666
31,15,1,1,0,1,0,0,0,0,0,0,13951.2840020432
31,15,2,1,3,0,0,1,0,0,1,0,6219.15981810027
31,15,2,1,3,0,1,0,0,0,1,0,13257.8329404089
31,15,1,1,0,0,0,0,0,0,0,0,11107.7026640436
31,15,1,1,0,0,0,0,0,0,0,0,11475.9881500114
31,15,1,1,1,0,1,0,0,0,1,0,12716.7042949076
31,15,1,1,0,0,0,0,0,0,0,0,8332.30895635622
31,15,1,1,1,0,0,1,0,0,1,0,8260.188986912
31,15,2,1,1,0,1,0,0,0,1,0,-649.302977073978
31,15,2,1,3,0,0,0,1,0,0,1,14695.4392361294
31,15,2,1,3,0,0,0,1,0,1,0,6278.16831731551
31,15,1,1,1,0,1,0,0,0,1,0,7858.12350631331
31,15,2,1,0,0,0,0,0,0,0,0,19109.5362264361
31,15,2,1,3,0,0,1,0,1,0,0,5655.95861579449
31,15,1,2,1,0,1,0,0,0,1,0,17985.7138305703
31,15,1,1,3,0,0,0,1,1,0,0,11534.2087827335
31,15,1,1,1,0,1,0,0,0,1,0,15934.5327591192
31,15,2,1,3,0,1,0,0,0,1,0,5065.93343278783
31,15,2,1,3,0,0,0,1,1,0,0,4900.11743440548
31,15,2,1,3,0,0,0,1,1,0,0,16258.1966067968
31,15,1,2,3,0,0,0,1,1,0,0,6333.55437219517
31,15,1,1,1,0,1,0,0,0,1,0,10017.4692248332
31,15,1,1,1,0,1,0,0,0,0,1,12671.231985788
31,15,2,1,3,0,0,0,1,1,0,0,6534.33962584574
31,15,2,1,0,0,0,0,0,0,0,0,9599.21120130093
31,15,2,1,0,0,0,0,0,0,0,0,10957.4880267817
31,15,1,1,1,0,0,1,0,0,1,0,16393.9466777509
31,15,1,1,1,0,1,0,0,0,1,0,18872.9018086233
31,15,2,1,3,0,0,0,1,1,0,0,19734.0654536727
31,15,2,1,3,0,0,1,0,1,0,0,1022.23843338089
31,15,1,1,3,1,0,0,0,0,1,0,12784.2945735633
31,15,1,1,0,0,0,0,0,0,0,0,13677.8984758656
31,15,1,1,3,1,0,0,0,0,1,0,26423.8585637518
31,15,2,2,1,0,1,0,0,0,1,0,28073.209964819
31,15,1,1,3,0,0,0,1,0,1,0,13776.8335206367
31,15,2,1,1,1,0,0,0,0,0,1,14723.2360850603
31,15,1,1,1,0,1,0,0,0,1,0,5506.56722105773
31,15,2,1,3,0,0,1,0,0,1,0,11447.7556238401
31,15,2,1,3,0,0,0,1,1,0,0,20486.0867936138
31,15,1,1,1,0,1,0,0,0,1,0,4572.44619111695
31,15,2,2,1,0,1,0,0,0,1,0,20884.8383697885
31,15,1,1,0,0,0,0,0,0,0,0,12699.101625896
31,15,1,1,1,0,1,0,0,1,0,0,7466.07090256598
31,15,1,1,1,0,1,0,0,0,1,0,21868.6673841254
31,15,1,1,1,0,1,0,0,0,0,1,22395.0714806035
31,15,2,1,3,0,0,0,1,0,0,1,14478.8962461982
31,15,2,1,0,0,0,0,0,0,0,0,17882.1483875574
31,15,1,1,1,0,1,0,0,0,0,1,14633.1476369577
31,15,2,1,1,0,1,0,0,0,1,0,15038.4820143626
31,15,1,1,1,0,1,0,0,0,0,1,20939.8349706394
31,15,1,1,1,0,1,0,0,0,1,0,13899.0843214181
31,15,2,1,3,0,1,0,0,0,1,0,4156.8103988859
31,15,2,1,3,1,0,0,0,0,1,0,9478.83508739917
31,15,2,1,0,0,0,0,0,0,0,0,12542.9959050247
31,15,2,1,3,1,0,0,0,0,1,0,14134.7004177029
31,15,1,1,3,1,0,0,0,0,1,0,6598.41762388039
31,15,2,2,3,0,0,0,1,0,0,1,32342.8646078746
31,15,2,2,0,0,0,0,0,0,0,0,38152.1226646369
31,15,2,1,1,0,1,0,0,0,1,0,12654.0145030722
31,15,1,1,1,0,1,0,0,0,1,0,24536.4325695827
31,15,2,1,1,0,1,0,0,0,1,0,16388.5383214231
31,15,1,1,2,0,1,0,0,0,1,0,8126.13841664086
31,15,1,1,1,0,1,0,0,0,0,1,8147.70643499387
31,15,2,1,1,0,1,0,0,0,1,0,8374.30859492903
31,15,1,1,1,1,0,0,0,0,1,0,30884.6775147898
31,15,2,1,3,0,0,0,1,1,0,0,16009.0722089863
31,15,1,1,3,0,0,0,1,1,0,0,2463.8386565906
